3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,210,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,183,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,190,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,200,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,224,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level5.php,23,"    echo ""Your name is "".""$user"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-1.php,25,"      echo shell_exec($_GET[""username""]);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,231,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-2.php,25,"      echo shell_exec($target);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-3.php,39,"      echo shell_exec($target);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,146,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,242,"   echo ""Error: "".$sql.""<br>"". mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,167,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileInclusion\pages\lvl1.php,26,"          echo""<div align='center'><b><h5>"".$_GET[ 'file' ].""</h5></b></div> "";       ",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileInclusion\pages\lvl2.php,33,"              echo""<div align='center'><b><h5>"".$secure2.""</h5></b></div> "";   ",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level5.php,14,"<form method=""GET"" action=""<?php echo $_SERVER['PHP_SELF']; ?>"" name=""form"">",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\SQL\sql4.php,63,"		    echo $row['bookname']."" ----> "".$row['authorname'];    ",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileUpload\fileupload1.php,28,"    echo ""File uploaded /uploads/"".$_FILES[""file""][""name""];",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,139,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\SQL\sql5.php,61,"		    echo $row['bookname']."" ----> "".$row['authorname'];    ",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileUpload\fileupload3.php,35,"		echo $check[""mime""];",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\SQL\sql1.php,46,"       			echo $row[""lastname""];",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\SQL\sql2.php,49,"		    echo $row['bookname']."" ----> "".$row['authorname'];    ",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileUpload\fileupload2.php,37,"        echo ""File uploaded /uploads/"".$_FILES[""file""][""name""];",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level1.php,22,"	echo(""Your name is "".$_GET[""username""])?>",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level2.php,22,"	echo ""Your name is "".""$user"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level3.php,22,"	echo ""Your name is "".""$user"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level4.php,24,"	echo ""$user"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileUpload\fileupload3.php,39,"      echo ""File uploaded /uploads/"".$_FILES[""file""][""name""];",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\index.php,132,"   echo ""Error: "" . $sql . ""<br>"" . mysqli_error($conn);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-4.php,44,"      echo shell_exec($target);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\SQL\sql3.php,50,"		    echo $row['bookname']."" ----> "".$row['authorname'];    ",False,"LawnGreen"
4,Standard,"preg_replace","This function will evaluate PHP code. It is dangerous when used with user controlled parameters and may facilitate direct attacks against the web server. Conduct a manual review of this section to ensure safe usage.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level3.php,21,"	$user = preg_replace(""/<(.*)[S,s](.*)[C,c](.*)[R,r](.*)[I,i](.*)[P,p](.*)[T,t]>/i"", """", $_GET[""username""]);",False,"LawnGreen"
4,Standard,"preg_replace","This function will evaluate PHP code. It is dangerous when used with user controlled parameters and may facilitate direct attacks against the web server. Conduct a manual review of this section to ensure safe usage.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\XSS\XSS_level4.php,23,"	$user = preg_replace(""/<(.*)[S,s](.*)[C,c](.*)[R,r](.*)[I,i](.*)[P,p](.*)[T,t]>/i"", """", $_GET[""username""]);",False,"LawnGreen"
4,Standard,"shell_exec","This function allows execution of commands. It is dangerous when used with user controlled parameters and may facilitate direct attacks against the web server. Conduct a manual review of this section to ensure safe usage.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-3.php,39,"      echo shell_exec($target);",False,"LawnGreen"
4,Standard,"shell_exec","This function allows execution of commands. It is dangerous when used with user controlled parameters and may facilitate direct attacks against the web server. Conduct a manual review of this section to ensure safe usage.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-2.php,25,"      echo shell_exec($target);",False,"LawnGreen"
4,Standard,"shell_exec","This function allows execution of commands. It is dangerous when used with user controlled parameters and may facilitate direct attacks against the web server. Conduct a manual review of this section to ensure safe usage.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-1.php,25,"      echo shell_exec($_GET[""username""]);",False,"LawnGreen"
4,Standard,"shell_exec","This function allows execution of commands. It is dangerous when used with user controlled parameters and may facilitate direct attacks against the web server. Conduct a manual review of this section to ensure safe usage.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-4.php,44,"      echo shell_exec($target);",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-3.php,39,"      echo shell_exec($target);",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-4.php,44,"      echo shell_exec($target);",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\CommandExecution\CommandExec-2.php,25,"      echo shell_exec($target);",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",E:\Winter 2020\CMPUT 664\Project\Progress\Analysis\Vulnerable-Web-Application-master\Vulnerable-Web-Application-master\FileInclusion\pages\lvl1.php,25,"          @include($_GET[ 'file' ]);",False,"LawnGreen"
